id,job_id,level_id
1786,5760,2
1787,5956,2
1788,4991,2
1789,4992,2
1790,5002,2
1791,5006,2
1792,5007,2
1793,5010,2
1794,5014,2
1795,5017,2
1796,5019,2
1797,5178,2
1798,5180,2
1799,5190,2
1800,5191,2
1801,5022,2
1802,5415,2
1803,5024,2
1804,5035,2
1805,5036,2
1806,5037,2
1807,5039,2
1808,5040,2
1809,5448,2
1810,5053,2
1811,5054,2
1812,5055,2
1813,5056,2
1814,5464,2
1815,5467,2
1816,5468,2
1817,5063,2
1818,5487,2
1819,5200,2
1820,5214,2
1821,5216,2
1822,4935,2
1823,5491,2
1824,5504,2
1825,5071,2
1826,5077,2
1827,5072,2
1828,5990,2
1829,5079,2
1830,5084,2
1831,5501,2
1832,4756,2
1833,5974,2
1834,5975,2
1835,4284,2
1836,5185,2
1837,4356,2
1838,5189,2
1839,4760,2
1840,5288,2
1841,5103,2
1842,5248,2
1843,5977,2
1844,736,2
1845,737,2
1846,738,2
1847,740,2
1848,5046,2
1849,4767,2
1850,4770,2
1851,4771,2
1852,5305,2
1853,4777,2
1854,5323,2
1855,4781,2
1856,5324,2
1857,4785,2
1858,4786,2
1859,4789,2
1860,5113,2
1861,5295,2
1862,5115,2
1863,4811,2
1864,4795,2
1865,5296,2
1866,4803,2
1867,4804,2
1868,5310,2
1869,5696,2
1870,4806,2
1871,4807,2
1872,4808,2
1873,5983,2
1874,4809,2
1875,4813,2
1876,5312,2
1877,4818,2
1878,4820,2
1879,4821,2
1880,4826,2
1881,5122,2
1882,5074,2
1883,4830,2
1884,5124,2
1885,4832,2
1886,5125,2
1887,5130,2
1888,4836,2
1889,4840,2
1890,4842,2
1891,5112,2
1892,4845,2
1893,5131,2
1894,4848,2
1895,4852,2
1896,4853,2
1897,4854,2
1898,4855,2
1899,4856,2
1900,4857,2
1901,4956,2
1902,4860,2
1903,4862,2
1904,4864,2
1905,5142,2
1906,4867,2
1907,4868,2
1908,4869,2
1909,4873,2
1910,4963,2
1911,4886,2
1912,5144,2
1913,5469,2
1914,5146,2
1915,4892,2
1916,5148,2
1917,4903,2
